review_text,label
sangat membantu,Positif
pengiriman lama,Netral
habis bayar online via signal habis itu sempat ragu gara gara lihat komeng negatif di akun ig signal banyak yang ngeluh dokumen gqk dikirim kirim sampai bulanan tapi alhamdulillah punya gue hari sudah sampai via pos indonesia bayar hari sabtu mei dokumen tiba di rumah hari rabu tanggal juni terima kasih pak polisi mantap,Positif
mau daftar saja ribet mengirim kode otp tapi entah ngirimnya kmna kan lol cmna mau dapat kodenya kalau enggak tau dimana ngirimkan kodenya,Negatif
best mempermudah,Netral
baik,Netral
keren,Positif
sangat puas dengan pelayanannya,Netral
proses penerbitan dan pengiriman agak lama untuk signal nya membantu dan mempermudah yang sibuk bekerja,Positif
aplikasi yang sangat membantu sekal,Positif
suatu kemudahan untuk urus urus dari jarak jauh,Netral
sangat membantu kalau bisa kerja sama juga dengan jasa pengiriman lainnya agar banyak pilihannya sukses selalu,Positif
sangat memudahkan pemilik motor buat bayar pajak tidak perlu antri sangat bermanfaat,Netral
sangat membantu dan mempermudah pekerjaan,Positif
ada nya samsat digital semakin membantu dan mempermudah orang membayar pajak kendaraan terus di jaga pelayanan nya dan terus di tingkat kan sudah atau tahun ini pakai samsat digital untuk perpanjang stnk kendaraan bermotor sejauh ini tidak pernah ada masalah semakin mudah pelayanan nya dan cepat pengiriman stnk ke rumah maupun ke kantor terus maju samsat digital semoga terus bertambah orang yang menggunakan samsat digital untuk kemudahan mmbayar pajak kendaraan bermotor nya,Positif
bagus,Positif
bagus memudahkan pelayanan publik jasa pengiriman mudah di jangkau tidak repot repot datang ke kantor pelayanan pajak di daerah saya terima kasih sudah menjadikan pembayaran pajak secara online,Positif
sangat membantu dan mudah sekal untuk pertama kali menggunakan buat saya yang jauh dari kantor samsat sangan membantu sekal,Positif
good,Netral
mantap jaya terus polri,Positif
good,Netral
proses cepat,Positif
tingkatkan dan mudah pelayanan,Positif
sangat puas,Netral
puas walaupun rada was was karena baru pertama pakai aplikasi ini tapi inti nya puas,Netral
proses awalnya susah karena daftar no nik setelah mengerti ternyata mudah dan cepat proses tanggal tanggal stnk tanggal sudah sampai,Negatif
semoga lancar selalu,Positif
proses cepat,Positif
alhamdulillah lancar mudah sudah sampai paketnya masukan saja pak waktu mau memilih pembayaran enggak bisa diklik tapi ok,Negatif
simple urusane,Netral
bobrok,Netral
sering error tolong di perbaiki ya,Negatif
keren samsat online service sudah kekinian banget pokoknya semoga makin berkembang dan tetap menjaga keamanan data pengguna,Positif
sangat membntu trimakah,Netral
lebih mudah tidak harus pergi dan mengantri paling lama hari sudah sampai stnk barunya,Positif
set set set bayar pajak bisa tf lembar pengesahan sampai di rumah,Netral
mantap sangat membantu perpanjang stnk jadi dalam hitungan menit walau jauh saya di luar kota tapi bisa proses lewat aplikasi signal mantap jos gandos,Positif
sangat membantu bayar dari rumah dikirim kerumah,Positif
sangat memudahkan no pungli,Netral
mayanlah membantu para pekerja transaksi tanpa cuti,Positif
sangat membantu sekal enggak usah cape² ke samsat sudah bisa bayar pajak tahunan,Positif
manta,Netral
oke,Netral
ok,Netral
aplikasi bagus dan bermanfaat,Positif
mantap sangat membantu sekal aplikasi ini,Positif
kalau bisa pengiriman tnkb nya di persingkat lagi jangan hari kerja apalagi pas barengan dengan hari libur dan cuti bersama jadi tambah lama sampai ke pemiliknya,Netral
ranting untuk aplikasi ini karena mempermudah pembayaran pajak secara online dan setiap pengaduan juga cepat di respons dan teratasi dengan baik,Positif
sangat membantu,Positif
pelayanan cepat pengiriman sampai alamat juga cepat,Positif
amazing rekomendasi banget buat yang mau bayar pajak tapi malas atau enggak ada waktu buat ke samsat nya,Netral
pengiriman belum sampai tapi sudah di bilang pengiriman selesai padahal belum menerima stnk nya,Netral
caranya gampang proses cepat,Positif
proses mudah dan cepat,Positif
membantu banget terima kasih samsat,Positif
sangat membatu bagi yang pekerja nonshift,Netral
lebih ditingkatkan lagi pelayanannya,Netral
modah,Netral
memberikan kemudahan membayar pajak,Netral
sangat membantu dan praktis layanan mantap,Positif
mantap sangat membatu enggak perlu antre di samsat dikirim ke rumah,Positif
terim kasih sudah mempermudah kami dalam pembayaran pajak,Netral
sangat membantu di saat jam kerja lewat via pos,Positif
maaf pengiriman di percepat lagi ya terima kasih good job good job,Positif
mantap,Positif
sukses terus samsat mantap,Positif
sangat cepat tanggap benar benar mempermudah enggak perlu mengantri lagi enggak buang buang waktu terima kasih,Positif
puas cepat penanganan nya,Positif
ok banget dan sangat membantu sekal,Positif
sesimpel itu cukup dari rumah bayar pajak kendaraan terima kasih,Positif
terima kasih sudah sampai dengan baik,Positif
app signal sangat memudahkan bayar pajak kendaraan sangat mudah dan memuaskan sudah kali tak pernah ada masalah pengiriman dokumen pajak cepat,Positif
sangat membantu dan praktis enggak perlu antri ke samsat lagi,Positif
maaf saya ubah bintang nya karena stnk saya sudah bulan belum datang datang keterangan nya pra colekting terus,Netral
cepat enggak repot,Positif
sangat memudahkan maju terus untuk pelayanannya,Netral
bagus aplikasi cepat dan mantaapp memudahkan untuk bayar pajak secara online,Positif
enggak bisa dikirim stnk nya layanan nya enggak tersedia di jakarta utara duh aplikasi nya menyusahkan memang disuruh ke kantor samsat buang waktu,Negatif
biaya administrasi signal dan biaya adm bank terlalu mahal,Netral
bagus dan mudahkan,Positif
tetap terbaik,Netral
sangat membantu bagi yang tidak sempat urus pembayaran pajak terus berikan pelayanan terbaik dan kemudahan bagi masyarakat yang sudah menunaikan kewajiban nya,Positif
aplikasi khusus yang sudah balik nama kendaraan,Netral
kdepan mungkin jangan di batasi untuk kita mau membayar pajak dengan stnk atas nama orang lain,Netral
bagus terus optimalkan aplikasinya,Positif
topp banget sih kemajuan buat kepolisian lantas indonesia,Netral
mantap semoga kedepannya bisa untuk pembayaran pajak kendaraan bermotor per tahu dan biaya perpanjangan sim supaya menjadi satu di aplikasi ini,Positif
perpanjang pajak tahunan enggak perlu antri lagi bisa dari rumah dan tunggu paket nya datang,Netral
manta sekarang bayar pajak enggak perlu antri di samsat langsung bisa lewat signal,Netral
semoga bisa di update buat balik nama kendaraan,Netral
pajak nunggak enggak bisa sih disuruh ke samsat padahal konsepnya sama saja tinggal bayar pajak denda dll online,Negatif
bayar pajak jadi makin mudah,Positif
sesai dan kantor pos kirimnya sesai tanggal mempermudah,Netral
sangat membantu terima kasih,Positif
sangat membantu untuk kami yang sibuk kerja,Positif
kenapa buat melakukan pengesahan stnk nya selalu gagal,Negatif
aplikasi enggak jelas daftar susah daftar yang ke malah sudah terpakai username email dan no hpnya dan mencoba login malah belm terdaftar tolong dong pemerintah kalo bikin aplikasi yang benar terima kasih,Negatif
sangat membantu yang kerja enggak bebas pulang,Positif
sudah membantu masukan saja untuk pajak tahunan juga bisa online lebih mantap,Positif
oke,Netral
cukup membantu,Positif
terima kasih signal layanan prima cepat tepat polri presisi,Positif
cepat mudah digunakan dan cukup dilakukan dari rumah,Positif
mantap cepat dan praktis tidak perlu antrian yang terpenting sabar menunggu paket diterima terima kasih,Positif
kalo mau murah tanpa biaya tambahan datang langsung ke tempat pmbayaran pajak kalo mau simple dari rumah bisa pakai aplikasi ini tapi waktu lama dan tambahan biaya yang mahal,Netral
mantu kalo bisa pajak tahunan juga bisa di sini modifikasi lagi aplikasi nya biar bisa pajak tahunan,Netral
mantap tapi tetap pengesahan mesti ke samsat,Positif
mantap enggak perlu ke samsat buat bayar pajak hanya perlu di rumah di manapun bisa bayar dan di antar mantap deh,Positif
mempermudah banget pakai signal tidak perlu datang cukup payet dari rumah terus di kirim ok deh pertahankan terus layanan signalnya,Netral
alhamdulillah enggak repot ke samsat buat bayar pajak motor sangat membantu buat pekerja yang enggak bisa meninggalkan tugasnya terima kasih semuanya,Negatif
sangat membantu dan tidak perlu antri ke samsat,Positif
cukup membantu harus beberapa kali mencoba sampai akhirnya berhasil,Positif
good mempermudah tanpa hadir di samsat,Netral
cocok untuk yang mager,Netral
terima kasih cepat dan mudah melalui online,Positif
alhamdulillah sangat membantu saya dalam perpanjang pajak tahunan terima kasih,Positif
walaupun hari proses nya dari samsat smpi ke kantor pos tapi selesai juga fisik pajak nya sudah saya terima,Netral
transaksi gampang bukti dikirim melalui pos mendarat dengan aman terima kasih,Positif
sangat membantu terima kasih,Positif
sangat membantu mungkin bisa di tambah pilihan kurirnya sering macet di pos,Positif
sangat membantu mempermudah masyarakat membayar pajak tanpa harus ke kantor samsat kendala hanya lama menunggu untuk terima stnk nya,Positif
mudah di pakai,Positif
sangat membantu tidak perlu jauh jauh keluar rumah,Positif
proses awal sampai pengiriman sangat cepat,Positif
pajak sudah di bayar status pembayaran nya tidak update malah waktu pembayaran jadi kadaluarsa pengaduan lewat email enggak ada respons pengaduan lewat live chat tersambung ke agen nya setengah mati aplikasi pelayanan negara tapi kok kaya begini kalah jauh sama yang swasta bagaimana mau taat pajak mau bayar pajak saja di persulit,Netral
sangat membantu di kala sibuk enggak bisa datang ke samsat ini solusinya,Negatif
puas banget sama aplikasi jni membantu,Positif
jos pokoknya,Netral
aplikasi sengaja tidak dipermudah biar tetap bayar bayar bayar ke kantor samsat teknologi ada untuk mempermudah bukan tetap datang ke kantor,Netral
,Netral
bukti pembayaran pajak tidak sampai ke rumah malah di retur ke samsat oleh kurir pos palabuhan ratu kab sukabumi dengan alasan di telpon dan di wa tidak direspon padahal no hp selalu aktif,Netral
aplikasi yang sangat membantu,Positif
membantu dalam pembayaran pajak kendaraan bermotor tidak harus antri ke kantor samsat,Positif
sangat memudahkan,Netral
sangat membantu,Positif
sangat mudah dan cepat,Positif
sangat membantu sekal mempermudah pelayanan digital,Positif
pengesahan stnk gagal terus,Negatif
sangat membantu sekal,Positif
perpanjang stnk enggak ribet mudah aman signal terbaik terima kasih,Negatif
cepat dan mudah,Positif
bayar pajak saja dipersulit,Netral
sangat membantu sekal saat bayar pajak,Positif
akses aman mudah dan cepat,Positif
mantap,Positif
kenapa bayar pajak di samsat ada blangko asuransi jasaraharja sementara lewat aplikasi jasa raharja blangko kartu nya tidak disertakan padahal bayar nya sama bahkan lebih mahal karena b admin plus ongkir,Netral
lumayan lah sayang pengiriman nya lelet banget,Negatif
lebih praktis dan mudah,Positif
simple efisien waktu,Netral
terima kasih dokumennya sudah saya terima tapi kenapa masih ada denda sebesar rp bukannya bebas denda terima kasih pak pos pengirimannya cepat,Positif
enggak sampai seminggu sudah jadi mantap,Positif
lebih praktis mengurangi antrian dan waktu datang ke samsat,Positif
pengiriman agak lambat,Negatif
keren cepat dan efisien,Positif
sangat membantu buat saya,Positif
bagus,Positif
mempermudah pembayaran pajak motor hanya saja untuk pengiriman dokumennya sangat lama dan baru motor untuk mobil belum bisa,Netral
sangat bermanfaat dan memudahkan untuk bayar pajak tahunan jika memungkinkan untuk buka blokir dan cek tilang bisa dari aplikasi ini saja,Netral
mantap,Positif
proses sangat cepat dimulai dari pendaftaran dan pembayaran dihari yang sama hingga pada proses pengiriman dengan pilihan express dokumen diterima hanya dalam hari kerja,Positif
simpel enggak usah ikut mengantri tinggal menunggu di rumah cuma beda nya kalo langsung kita tau tempat nya dan ikut mengantri,Netral
sangat membantu luar bisa semoga lebih baik,Positif
sangat membantu sekal dan tidak perlu keluar rumah apalagi antrii,Positif
sangat membantu dan efisien good,Positif
buat yang enggak sempat ke samsat karena sibuk kerja ini recommended banget,Netral
sangat membantu,Positif
prosesnya mudah,Positif
,Netral
mungkin karena kena libur panjang jadi baru sampai bukti pajak nya tapi semua nya sudah ok,Netral
mantap,Positif
mantap tidak perlu antri buat perpanjangan tinggal klik diaplikasi sambil tiduran dirumah dan tinggal tunggu dikirim ke rumah,Positif
mantap bayar pajak jadi enggak usah mengantri lagi,Positif
terbaik,Netral
sudah kali bayar pajak lewat signal mudah cara gunainnya cuma paling kekurangan a rada susah bayar lewat bank sama gopay paling saya bisa a cuma lewat shopee,Negatif
lama proses pengiriman,Netral
aplikasi ribet susah di akses lebih bagus aplikasinya jawa barat simpel,Negatif
sangat membantu sekal,Positif
mantap,Positif
cepat dan mudah pengiriman juga cepat terbaik,Positif
sangat membatu cuma belum sampai stnk nya ya,Netral
jadi lebih mudah dalam perpanjang pajak kendaraan bermotor yang,Positif
saya harap untuk pajak tahunan juga biasa online untuk kedepannya terima kasih,Positif
mantap,Positif
kali bayar pajak kendaraan enggak ada kendala,Netral
mantap tidak perlu jalan kaki hanya menunggu di rumah,Positif
sangat memudahkan bayar pajak milik sendiri jika kita sibuk kerja thanks signal,Netral
mudah n makin tambah tahun makin tambah banyak fiturnya umpamanya untuk proses mutasi dan balik nama kalo bisa cukup lewat apk signal biar enggak repot antri ke samsat,Positif
good job,Netral
mantu,Netral
tidak perlu antri cukup dengan aplikasi ini proses cepat mudah setelah selesai diantar kerumah terima kasih aplikasi yang sangat membantu sekal,Positif
terbaikk,Netral
sangat membantu dan mempermudah dalam pelayanan pembayaran perpanjangan stnk,Positif
jaringan tolong di perbaharui jangan lama,Netral
good,Netral
di bisa di percaya tanpa calo dan tanpa ribet uncang kaki di rumah masalah beres,Negatif
membantu banget tidak ribet dan praktis bikin akun memasuki data tinggal menunggu datang ke rumah,Negatif
penerbitan super duper lamban,Netral
insya allah amanah,Netral
ok bagus,Positif
sangat buruk bayar pajak dari kemarin enggak bisa dari kemarin padahal tahun lalu gampang aplikasi payah,Negatif
apk sampah tidak bisa digunakan buat bayak pajak,Negatif
mantap pas ada pemutihan dari kdm pasti atri nya panjang pisan dengan signal jadi lebih mudah hatur nuhun,Positif
mudah banget tinggal ngambil ke samsat,Positif
mantap,Positif
oke,Netral
pengalaman membayar pajak pertama bayar pajak online tanggal mei sampai tanggal juni masih pra colection mau sampai kapan aku menunggu stnk datang live chat susah email balesan nya di teruskan ke yang bersangkutan sudah smggu enggak ada kabar lagi pembayaran sebernya sih gamang,Negatif
kok saya tidak bisa melakukan pendaftaran pengesahan stnk tahun kemarin bisa tahun ini tidak bisa,Negatif
aplikasi nya sangat membantu dan memuaskan,Positif
alhamdulillah sudah berkali² untuk perpanjangan stnk lewat aplikasi ini mudah²an slanjut nya bisa di gunakan untuk perpanjangan dan ganti plat nomor agar enggak repot² musti datang terima kasih,Positif
bingung juga kalau beli motor bekas bayar pajak saja susah di online enggak bisa dan di samsat juga harus lewat calo saya mau taat pajak tolong dong jangan dipersulit,Negatif
sangat membantu tapi sayang pengirman super duper lambat padahal saya pakai ekspres pos giro kalo bisa pakai selain pos giro bisa lambat nya ampun deh kasihan jadi jelek institusi gara pos,Negatif
enggak pakai mengantri,Netral
mau bayar pajak saja susah sekal banyak error telat bayar tilang mau bayar susah kayak manaa ini,Negatif
alhamdulillah memudahkan bang yang diluar provinsi,Positif
mempermudah,Netral
topp sangat memudahkan banget kalau bisa adaiin fitur untuk pemutihan perubahan alamat dan nama pemilik motor ya pak biar saya enggak usah jauh ke samsat kalau mengadakan fitur itu dijamin sih bakal jadi keren dan membantu semua orang,Positif
sangat membantu,Positif
mantap sangat membantu banget memudahkan banget tapi pengiriman lama hari baru sampai rumah,Positif
memudahkan masyarakat membayar pajak tanpa perlu datang ke samsat apalagi bisa dikirim ke alamat domisili,Netral
daftar tnkb selalu gagal live chat tidak pernah ada respons adapun respons tidak solutif,Negatif
dari proses sampai stnk datang ke rumah butuh waktu minggu,Netral
sangat puas sama pelayanan nya top deh,Positif
cepat tepat aman terbaik deh enggak pakai ribet mengantri langsung sampai depan rumah terima kasih,Negatif
membantu sekal aplikasi ini,Positif
ez makenya sat set,Netral
sering eror,Netral
bagus sangat mempermudah,Positif
sangat membantu sekal aplikasi ini cuma sayang nya untuk pengiriman lama sekal minggu lebih baru datang,Positif
mantap pengiriman cepat,Positif
mantap,Positif
,Netral
alhamdulillah sangat membantu baarokallahu fiikum,Positif
apk ini sangat membantu untuk memberantas pungli dan mohon untuk daerah gorontalo mohon segera di buka pembayarannya melalui aplikasi signal untuk memberantas pungli,Positif
lumayan membantu buat yang malas bayar pajak ke samsat,Positif
pengiriman lama banget,Netral
sangat membantu,Positif
terkadang masih sulit diaksea,Netral
pelayanan mantap,Positif
seminggu baru di kirim stnk ya,Netral
sangat memudahkan terima kasih,Positif
sementara kasih bintang karena tidak bisa lagi pilih pengiriman pos,Negatif
masih isi formulir di kantor samsat,Netral
cepat dan tanpa caplok,Positif
mencoba pengiriman e tbpkp via pos benaran sampai ke rumah agak lama tapi cukup memudahkan untuk yang malas mengantri di kantor samsat,Netral
aplikasi ribet,Negatif
aplikasi untuk mempermudah bayar pajak tahunan kendaraan bermotor tinggal klik bayar dikirim ke rumah saya ingatkan jangan sesekali menggunakan aplikasi ini tapi stnk nya tidak dikirim ke rumah tapi diambil langsung soalnya akan lempar di samsatnya,Netral
alhamdulillah mengikuti prosedur hari sudah dikirim sampai rumah joss,Positif
sangat memudahkan,Netral
memudahkan dalam membayar pajak terima kasih,Positif
buat saya pribadi sangat membantu untuk kita pekerja jadi kita tidak perlu izin untuk mengurus surat jadi tinggal lewat aplikasi ini semua urusan pajak jadi mudah,Positif
cepat mudah enggak ribet,Negatif
ribet mau cek pajak saja,Negatif
terima kasih samsat online,Positif
pelayanan cepat tanpa harus antri stnk sudah diterima dengan baik,Positif
best lah pokoknya,Netral
mempermudah banget jika lagi merantau,Netral
mantap aplikasinya mempermudah urusan menjadi warga yang taat pajak,Positif
overal bagus aplikasinya cuma sistem pengaduan enggak ada respons sama sekal,Positif
pengiriman stnknya sangat lambat padahal sudah bayar ongkir dan jaraknya pun masih kota,Negatif
mantap,Positif
terima kasih good job,Positif
saya ingin menambah kendaraan dengan kendaraan orang lain yang masih kakak sudah semua di isi dengan benar saat menlanjtukan prosesing nya eror terus,Netral
asli simple banget baru kali ini pakai aplikasi negara se simple ini dan harusnya sim juga se gampang ini,Netral
di faktur pajaknya turun harga tapi pas cek out ada saja embel² nya jadi naik ke dari tahun kemarin padahal di faktur pajaknya turun ke jadi aneh hmm,Netral
sangat membantu perpanjanglebih mudah perpanjangan online yang ke dua pengiriman lama edit di tahun memang sangat membantu tanpa antri kalau bisa penggantian plat nomor online juga jika bisa biar tidak repot repot mengantri dan isi folmulir karena data juga sudah lengkap,Positif
gagal verifikasi untuk pembayaran masih perlu dikembangkan untuk perbaikan,Negatif
keren kalo pas per tahun bisa juga via signal,Positif
oke,Netral
good,Netral
nyewa vendor untuk bikin aplikasi yang jelas enggak usah dipotong deh anggarannya aplikasi bapuk sudah berkali kali pengesahan stnk enggak bisa,Negatif
sangat membantu,Positif
semua jadi serba mudah,Positif
daftar bayar pajak online tanggal april baru slsai tanggal mei itu pun saya buat pengaduan di email karena terlalu lama lama banget entah kenapa kakak saya online seminggu slsai,Netral
pelayanan express sore daftar pengesahan stnk besok nya langsung sampai ke rumah stnk nya sangat bermanfaat ketika saya enggak bisa datang langsung ke samsat karena kerja,Negatif
oke cuman aga lama saja pengiriman nya,Netral
pengiriman tidak sesai estimasi sudah lebih minggu baru sampai,Netral
keren mempermudah banget,Positif
mempermudah pembayaran kendaraan enggak capek antri kesamsat pengiriman saja yang agak lama,Netral
mantaapp lah baguuss mudah dan jauh dari pungli,Positif
saya sudah tahu ke membayar pajak kendaraan via online signal transaksi lancar sangat mudah dan berjalan lancar terima kasih untuk servicenya kedepan tambah maju sukses untuk kita semua juni retno larasati b tzc,Positif
enggak bisa daftar dianggap sistem pakai ktp palsu malah disuruh bikin ktp lagi parah ini app,Negatif
memudahkan membayar pajak tanpa perlu ke outlet samsat karena dikirim langsung ke rumah by pos,Netral
mantap mempermudah untuk membayar pajak,Positif
sangat membantu dan praktis,Positif
layanan cepat mantap,Positif
verifikasinya lumayan lama sampai mgu setelah minggu dari pembayaran baru proses ke kantor pos,Netral
mantap nyaman aman jauh dari pungli,Positif
alhamdulillah pelayanan sangat memuaskan terima kasih apk signal,Positif
mau bayar pajak offline langsung datang ke lokasi pas datang kelokasi mau masuk saja di pinta karcis ditanya karcis buat apa di bilang karcis parkir ditanya parkir dimana disitu saya lihat parkir pakai palang pintu saya tanya lagi berarti bayar parkir lagi kang parkir diam saja akhirnya saya tinggal pulang enggak jadi bayar offline bayar online dan berhasil dikirim ke rumah,Netral
sangat membantu,Positif
semangat bravo indonesia,Netral
cukup bagus dan mudah untuk biaya admin jangan terlalu mahal bila perlu gratis,Positif
alhamdulillah stnk nya sudah jadi,Positif
okee pengiriman baik sudah diterima enggak perlu antri ke samsat,Netral
aku kasih bintang ya tadi nya pengin kasih bintang namun pengiriman nya lama sudah seminggu belum datang,Netral
aplikasi banyak lading nya harus diperbaiki lagi,Netral
terjadi eror saat akan mendaftarkan kendaraan dan enggak ada keterangan data apa yang salah jadi bingung,Netral
meminta otp buat verif saja lamanya setengah botak why,Netral
membantu sekal buat yang lagi ngerantau kerja mantap,Positif
lebih mudah pengurusan nya no ribet,Negatif
pelayana jadi praktis bisa ditunggu dirumah mantap pokoknya,Positif
sangat membantu dan mempermudah kita bayar via online,Positif
alhamdulillah dengan adanya aplikasi signal samsat bisa transaksi online sangat membantu sekal terima kasih,Positif
sangat bermanfaat dan bisa diantar sampai rumah,Netral
e tbpkp saya sampai saat ini belum saya terima yang di kirim dari pos indonesia keterangan nya pra collecting terus tapi status pengiriman sudah selesai karena sudah lewat dari hari sejak transaksi,Netral
layanan bagus simpel dan mudah,Positif
sangat membantu untuk anak rantau,Positif
penjelasan transaksi kurang lengkap,Netral
keren mantap,Positif
semoga makin maju bangsaku alhamdulillah selama menggunakan aplikasi tidak pernah ada masalah,Positif
sangat membantu dalam pembayaran pajak kendaraan tahunan,Positif
proses cepat langsung di kirim ke alamat penerima terima kasih sudah mempermudah semuanya,Positif
good job,Netral
cepat dan simple good aplikasi,Positif
sangat membantu tinggal tunggu dirumah sudah dikirimkan sukses selalu samsat dan pak pos yang mengantarkan,Positif
mempermudah pembayaran pajak apalagi diperantauan tanpa harus repot ke kantor pajak mengantri,Netral
mau bayar pajak enggak bisa,Negatif
manta sangat membantu sekal mempermudah pemilik kendaraan dalam membayar pajak dan meminimalisir percaloan di samsat,Positif
kecewa dengan apk ini saya sudah byar untuk dikirim dan selesai tanggal mei sampai sekarang belum dikirim info no resi tidak ada tertera di hasil transaksi jadi mau lihat tracking pengiriman tidak bisa saya chat via apk dan email tidak ada konfirmasi dan kejelasan pasti,Negatif
enggak jelas susah sekal masuk,Negatif
prosesnya mudah stnk langsung dikirim via pos,Positif
pelayanan dan respons cepat,Positif
tujuannya dibikin aplikasi ini apa kalo sama saja ribetnya saya mau bayar pajak motor dan stnk atas nama bapak saya sedangkan beliau diluar pulau tapi tidak bisa bayar kalo akun dan kepemilikan tidak sama gunanya ada aplikasi online buat apa kalo tidak bisa mempermudah,Negatif
stnk belum tiba di alamat padahal sudah berulang kali dikirim namun tidak ada kejelasan,Netral
terima kasih sangat membantu,Positif
tumben sudah hampir satu minggu belum sampai ke rumah mohon konfirmasi,Netral
verifikasi e ktp kok gagal terus bagaimana solusinya,Negatif
mantap pelayanan nya perpanjang stnk tahunan cepat sekal mudah simpel enggak ribet no antri,Negatif
keren sih ada aplikasi ini membantu banget enggak usah repot repot datang ke samsat buat bayar pajak tahunan dokumen pun dikirim langsung kerumah dan itu cepat banget cuma hari keren,Positif
buruk,Negatif
sangat cepat dan mudah mantap gercep,Positif
sangat membantu sekal tidak perlu antri,Positif
belum sampai rumah buktinya,Netral
wilayah provinsi lampung kok belum tersedia pilihannya,Netral
enjooss,Netral
sangat membantu terima kasih banyak,Positif
mudah dan praktis enggak menunggu di samsat menunggu saja di rumah,Positif
terima kasih bayar pajak lebih mudah,Positif
sangat membantu banget good,Positif
pengiriman dokumen lama,Netral
cepat dan mudah,Positif
aplikasi berguna dan sangat memudahkan untuk membayar pajak secara online,Netral
sangat membantu,Positif
akhir nya datang juga meskipun kurang lebih mingguan lah dari payment mantap josh,Positif
sangat banyak membantu sekal,Positif
sangat membantu dan mudah di gunakan untuk proses nya,Positif
alhamdulillah sekarang sudah lebih baik,Positif
bayar pajak tahunan stnk mobil berhasil dikirim ke rumah alhamdulillah mempermudah terima kasih,Positif
bagus sekal aplikasi ini memudahkan yang tidak bisa datang ke tempat langsung,Negatif
aplikasi yang sangat membantu tidak perlu repot datang ke samsat cukup bayar lewat aplikasi good job,Positif
mantap,Positif
proses cepat manta,Positif
keren cuma hari bisa sampai,Positif
nice bagi pekerja yang selalu masuk pagi,Netral
mempermudah bayar pajak dan prosesnya cepat,Positif
mantap memudah kan bayar pajak tanpa antri,Positif
mantap,Positif
alhamdulillah bisa membantu yang lagi enggak sempat ke samsat,Positif
mantap aplikasinya,Positif
good apk,Netral
,Netral
bayar pajak jadi lebih mudah,Positif
cepat dan mudah,Positif
sangat bermanfaat,Netral
sangat puas bagus dan mudah ada nya pelayanan bayar pajak online melalui apk singnal tidak perlu lagi untuk antri dan capek capek berangkat jauh bayar pajak hanya lewat signal bisa sambil rebahan terselesaikan semua nya,Positif
cepat jadinya,Positif
alhamdulillah aplikasi sudah bisa lagi sudah tahun pakai ini dan stnk sampai dengan selamat,Positif
ok,Netral
cepat prosesnya dan pengirimannya,Positif
cepat,Positif
lambat,Negatif
niat mau bayar di sini tapi bikin akun saja susah banget kirim otp sampai hari terus ini sudah hari mau verifikasi email saja enggak bisa nanti kalo sudah bisa pun ragu mau bayar disini takutnya eror juga tolong di perbaiki sistem nya tapi setelah tahun saya bayar lagi sistem sudah mulai bagus ternyata sama dengan aplikasinya presisi,Negatif
cuma mau cek pembayaran pajak saja motor punya istri saja ribetnya meminta ampun aplikasi yang di kelola pemerintah enggak ada yang benar,Negatif
sangat terbantu,Netral
aplikasi ini sangat membantu prosesnya jadi lebih mudah dan efisien dengan adanya aplikasi ini,Positif
mantap mempermudah banget daripada mengantri di samsat,Positif
sangat membantu bagi saya yang kerja di luar kota jadi tidak perlu datang ke samsat tidak mengganggu pekerjaan cuma dalam pengiriman memang agak lama,Positif
bagus tanpa harus mengantri,Positif
keren lebih mudah dan anti ribet tanpa calo,Negatif
sangan membatu bagi kami pekerja yang tidak bisa ijin libur cara nya pun sangat mudah lelet tapi prosesnya,Negatif
cepat untuk proses nya,Positif
aplikasi yang bagus memudahkan kita untuk membayar pajak dari rumah sekaligus solusi bagi yang rumah nya jauh dari samsat malas antri,Positif
good,Netral
pengiriman agak sedikit lama,Netral
ok mantap pak pol,Positif
mempermudah buat saya perpanjang pajak yang sedang merantau di ibukota terima kasih semoga makin cepat proses pengiriman dan makin banyak penggunanya recomend ya gan,Positif
mantap,Positif
terlalu lama proses pengiriman nya minggu baru sampai stnk barunya,Netral
sangat membantukan dan mempermudah sukses selalu terima kasih,Positif
mantap jadi simple untuk melakukan pembayaran pajak,Positif
terbantu banget pakai online,Netral
pelayanan baik proses enggak sampai seminggu langsung jadi dan di antar kan ke rumah terima kasih banyak sangat membantu bagi saya yang ke sekan kali nya terima kasih banyak,Positif
sudah tahun online terus saya terima kasih,Positif
memper mudah layan,Positif
mantap bisa bayar dari rumah enggak perlu antri enggak perlu ribet efektif dan efisien,Negatif
fast respons good service,Netral
mantap,Positif
sangat membantu sekal yang malas untuk keluar rumah seperti saya,Positif
sangat membantu bagi saya yang di luar kota merantau,Positif
alhamdulillah bayar pajak bisa lewat online enggak perlu ke samsat,Positif
mantap tanpa harus ke samsat,Positif
sangat membantu untuk yang sibuk bekerja,Positif
nice work,Netral
manta,Netral
cepat jadi enggak perlu mengantri,Positif
sangat membatu sekal aplikasi signal ini mempermudah pembayaran pajak kendaraan pengiriman stnk pajak aslinya belum sampai mungkin masih dalam proses,Netral
mantap,Positif
signal memang jos mempermudah pembayaran pjk tinggal duduk santai di antar oleh pos tidak perlu capek,Netral
aplikasi bejat,Netral
cukup cepat layanan nya terima kasih,Positif
kini enggak perlu repot lagi jika mau samsat tinggal pencet jadi deh,Netral
